CustomerID,CustomerName,CustomerCategoryName,PrimaryContact,PhoneNumber,FaxNumber,WebsiteURL,DeliveryMethod,CityName
507,"Wingtip Toys (Downingtown, PA)",Novelty Shop,Natalie Horackova,(215) 555-0100,(215) 555-0101,http://www.wingtiptoys.com/Downingtown,Delivery Van,Downingtown
508,"Wingtip Toys (Branson West, MO)",Novelty Shop,Baalaaditya Rallapalli,(314) 555-0100,(314) 555-0101,http://www.wingtiptoys.com/BransonWest,Delivery Van,Branson West
509,"Wingtip Toys (Bergen Park, CO)",Novelty Shop,Matej Formanek,(303) 555-0100,(303) 555-0101,http://www.wingtiptoys.com/BergenPark,Delivery Van,Bergen Park
510,"Wingtip Toys (Grabill, IN)",Novelty Shop,Manish Ghosh,(219) 555-0100,(219) 555-0101,http://www.wingtiptoys.com/Grabill,Delivery Van,Grabill
511,"Wingtip Toys (North Manitou, MI)",Novelty Shop,Pracha Nantakarn,(231) 555-0100,(231) 555-0101,http://www.wingtiptoys.com/NorthManitou,Delivery Van,North Manitou
512,"Wingtip Toys (Philip, SD)",Novelty Shop,Charline Flamand,(605) 555-0100,(605) 555-0101,http://www.wingtiptoys.com/Philip,Delivery Van,Philip
513,"Wingtip Toys (Straughn, IN)",Novelty Shop,Teodor Vlad,(219) 555-0100,(219) 555-0101,http://www.wingtiptoys.com/Straughn,Delivery Van,Straughn
514,"Wingtip Toys (Gilford, NH)",Novelty Shop,Anda Liepa,(603) 555-0100,(603) 555-0101,http://www.wingtiptoys.com/Gilford,Delivery Van,Gilford
515,"Wingtip Toys (Del Valle, TX)",Novelty Shop,Jelena Utjesenovic,(210) 555-0100,(210) 555-0101,http://www.wingtiptoys.com/DelValle,Delivery Van,Del Valle
516,"Wingtip Toys (Harkers Island, NC)",Novelty Shop,Adriana Horackova,(252) 555-0100,(252) 555-0101,http://www.wingtiptoys.com/HarkersIsland,Delivery Van,Harkers Island
517,"Wingtip Toys (Licking, MO)",Novelty Shop,Miika Putkonen,(314) 555-0100,(314) 555-0101,http://www.wingtiptoys.com/Licking,Delivery Van,Licking
518,"Wingtip Toys (Raton, NM)",Novelty Shop,Padma Iyer,(505) 555-0100,(505) 555-0101,http://www.wingtiptoys.com/Raton,Delivery Van,Raton
519,"Wingtip Toys (Boynton, OK)",Novelty Shop,Åšani Sen,(405) 555-0100,(405) 555-0101,http://www.wingtiptoys.com/Boynton,Delivery Van,Boynton
520,"Wingtip Toys (Frenchburg, KY)",Novelty Shop,Helene Dupuy,(270) 555-0100,(270) 555-0101,http://www.wingtiptoys.com/Frenchburg,Delivery Van,Frenchburg
521,"Wingtip Toys (Robertsdale, AL)",Novelty Shop,omer ozbek,(205) 555-0100,(205) 555-0101,http://www.wingtiptoys.com/Robertsdale,Delivery Van,Robertsdale
522,"Wingtip Toys (Dickerson, MD)",Novelty Shop,Akshayakeerti Jandhyala,(240) 555-0100,(240) 555-0101,http://www.wingtiptoys.com/Dickerson,Delivery Van,Dickerson
523,"Wingtip Toys (Bruceton Mills, WV)",Novelty Shop,Ankolika Sen,(304) 555-0100,(304) 555-0101,http://www.wingtiptoys.com/BrucetonMills,Delivery Van,Bruceton Mills
524,"Wingtip Toys (Cloquet, MN)",Novelty Shop,Baalaamani Veturi,(218) 555-0100,(218) 555-0101,http://www.wingtiptoys.com/Cloquet,Delivery Van,Cloquet
525,"Wingtip Toys (Claycomo, MO)",Novelty Shop,Julia Konecna,(314) 555-0100,(314) 555-0101,http://www.wingtiptoys.com/Claycomo,Delivery Van,Claycomo
526,"Wingtip Toys (Beekmantown, NY)",Novelty Shop,Madelaine  Paulet,(212) 555-0100,(212) 555-0101,http://www.wingtiptoys.com/Beekmantown,Delivery Van,Beekmantown
527,"Wingtip Toys (Islip Terrace, NY)",Novelty Shop,Mario Jogi,(212) 555-0100,(212) 555-0101,http://www.wingtiptoys.com/IslipTerrace,Delivery Van,Islip Terrace
528,"Wingtip Toys (Rich Creek, VA)",Novelty Shop,Kaya ozbek,(276) 555-0100,(276) 555-0101,http://www.wingtiptoys.com/RichCreek,Delivery Van,Rich Creek
529,"Wingtip Toys (Griswoldville, GA)",Novelty Shop,Seo-yeon Rim,(229) 555-0100,(229) 555-0101,http://www.wingtiptoys.com/Griswoldville,Delivery Van,Griswoldville
530,"Wingtip Toys (East Mountain, TX)",Novelty Shop,Sitara Benjaree,(210) 555-0100,(210) 555-0101,http://www.wingtiptoys.com/EastMountain,Delivery Van,East Mountain
531,"Wingtip Toys (Omer, MI)",Novelty Shop,Javier Caraballo,(231) 555-0100,(231) 555-0101,http://www.wingtiptoys.com/Omer,Delivery Van,Omer
532,"Wingtip Toys (Waycross, GA)",Novelty Shop,Akhtar Shahrestaani,(229) 555-0100,(229) 555-0101,http://www.wingtiptoys.com/Waycross,Delivery Van,Waycross
533,"Wingtip Toys (Nichols Hills, OK)",Novelty Shop,Vanita Bhowmick,(405) 555-0100,(405) 555-0101,http://www.wingtiptoys.com/NicholsHills,Delivery Van,Nichols Hills
534,"Wingtip Toys (Plaquemine, LA)",Novelty Shop,Nishant Menon,(225) 555-0100,(225) 555-0101,http://www.wingtiptoys.com/Plaquemine,Delivery Van,Plaquemine
535,"Wingtip Toys (Triadelphia, WV)",Novelty Shop,Josef Benda,(304) 555-0100,(304) 555-0101,http://www.wingtiptoys.com/Triadelphia,Delivery Van,Triadelphia
536,"Wingtip Toys (Ferney, SD)",Novelty Shop,Teresa Bender,(605) 555-0100,(605) 555-0101,http://www.wingtiptoys.com/Ferney,Delivery Van,Ferney
537,"Wingtip Toys (Akhiok, AK)",Novelty Shop,Deepesh Bose,(907) 555-0100,(907) 555-0101,http://www.wingtiptoys.com/Akhiok,Delivery Van,Akhiok
538,"Wingtip Toys (Deeson, MS)",Novelty Shop,Madhavi Gupta,(228) 555-0100,(228) 555-0101,http://www.wingtiptoys.com/Deeson,Delivery Van,Deeson
539,"Wingtip Toys (Nuangola, PA)",Novelty Shop,Bich Banh,(215) 555-0100,(215) 555-0101,http://www.wingtiptoys.com/Nuangola,Delivery Van,Nuangola
540,"Wingtip Toys (Weld, ME)",Novelty Shop,Åšani Nair,(207) 555-0100,(207) 555-0101,http://www.wingtiptoys.com/Weld,Delivery Van,Weld
541,"Wingtip Toys (Mickleton, NJ)",Novelty Shop,Angelina Gormanston,(201) 555-0100,(201) 555-0101,http://www.wingtiptoys.com/Mickleton,Delivery Van,Mickleton
542,"Wingtip Toys (Schererville, IN)",Novelty Shop,Prasert Supitayaporn,(219) 555-0100,(219) 555-0101,http://www.wingtiptoys.com/Schererville,Delivery Van,Schererville
543,"Wingtip Toys (Lexington Heights, MI)",Novelty Shop,Abhaya Rambhatla,(231) 555-0100,(231) 555-0101,http://www.wingtiptoys.com/LexingtonHeights,Delivery Van,Lexington Heights
544,"Wingtip Toys (Broomtown, AL)",Novelty Shop,Lalit Ogra,(205) 555-0100,(205) 555-0101,http://www.wingtiptoys.com/Broomtown,Delivery Van,Broomtown
545,"Wingtip Toys (Jamison, IA)",Novelty Shop,Mina Bagheri,(319) 555-0100,(319) 555-0101,http://www.wingtiptoys.com/Jamison,Delivery Van,Jamison
546,"Wingtip Toys (Key Biscayne, FL)",Novelty Shop,Debraj Sanyal,(239) 555-0100,(239) 555-0101,http://www.wingtiptoys.com/KeyBiscayne,Delivery Van,Key Biscayne
547,"Wingtip Toys (Chaseley, ND)",Novelty Shop,Marco Costa,(701) 555-0100,(701) 555-0101,http://www.wingtiptoys.com/Chaseley,Delivery Van,Chaseley
548,"Wingtip Toys (Indian Creek, IL)",Novelty Shop,Crina Nechita,(217) 555-0100,(217) 555-0101,http://www.wingtiptoys.com/IndianCreek,Delivery Van,Indian Creek
549,"Wingtip Toys (Lake Ronkonkoma, NY)",Novelty Shop,Zala Ibrahimagic,(212) 555-0100,(212) 555-0101,http://www.wingtiptoys.com/LakeRonkonkoma,Delivery Van,Lake Ronkonkoma
550,"Wingtip Toys (Morrison Bluff, AR)",Novelty Shop,Gundega Kundzina,(479) 555-0100,(479) 555-0101,http://www.wingtiptoys.com/MorrisonBluff,Delivery Van,Morrison Bluff
551,"Wingtip Toys (Huntingburg, IN)",Novelty Shop,Parveen Haldar,(219) 555-0100,(219) 555-0101,http://www.wingtiptoys.com/Huntingburg,Delivery Van,Huntingburg
552,"Wingtip Toys (Shay, PA)",Novelty Shop,Noel Cartier,(215) 555-0100,(215) 555-0101,http://www.wingtiptoys.com/Shay,Delivery Van,Shay
553,"Wingtip Toys (Helotes, TX)",Novelty Shop,Ilgonis Dzenis,(210) 555-0100,(210) 555-0101,http://www.wingtiptoys.com/Helotes,Delivery Van,Helotes
554,"Wingtip Toys (Hollandsburg, IN)",Novelty Shop,Ondrej Tomek,(219) 555-0100,(219) 555-0101,http://www.wingtiptoys.com/Hollandsburg,Delivery Van,Hollandsburg
555,"Wingtip Toys (Liberty Grove, MD)",Novelty Shop,Mohini Kaul,(240) 555-0100,(240) 555-0101,http://www.wingtiptoys.com/LibertyGrove,Delivery Van,Liberty Grove
556,"Wingtip Toys (Morita, TX)",Novelty Shop,Arnab Malakar,(210) 555-0100,(210) 555-0101,http://www.wingtiptoys.com/Morita,Delivery Van,Morita
557,"Wingtip Toys (New Laguna, NM)",Novelty Shop,Mary Barney,(505) 555-0100,(505) 555-0101,http://www.wingtiptoys.com/NewLaguna,Delivery Van,New Laguna
558,"Wingtip Toys (Bourneville, OH)",Novelty Shop,Dhaeraemdranaadh Allu,(216) 555-0100,(216) 555-0101,http://www.wingtiptoys.com/Bourneville,Delivery Van,Bourneville
559,"Wingtip Toys (Mendoza, TX)",Novelty Shop,Paola Greece,(210) 555-0100,(210) 555-0101,http://www.wingtiptoys.com/Mendoza,Delivery Van,Mendoza
560,"Wingtip Toys (Palmas del Mar, PR)",Novelty Shop,Flora Olofsson,(787) 555-0100,(787) 555-0101,http://www.wingtiptoys.com/PalmasdelMar,Delivery Van,Palmas del Mar
561,"Wingtip Toys (Marion Junction, AL)",Novelty Shop,Nguyet Bach,(205) 555-0100,(205) 555-0101,http://www.wingtiptoys.com/MarionJunction,Delivery Van,Marion Junction
562,"Wingtip Toys (Ware Shoals, SC)",Novelty Shop,Jyoti Karnik,(803) 555-0100,(803) 555-0101,http://www.wingtiptoys.com/WareShoals,Delivery Van,Ware Shoals
563,"Wingtip Toys (Lostine, OR)",Novelty Shop,Samuel Almaraz,(458) 555-0100,(458) 555-0101,http://www.wingtiptoys.com/Lostine,Delivery Van,Lostine
564,"Wingtip Toys (Tilleda, WI)",Novelty Shop,Zuzana Kuchtova,(262) 555-0100,(262) 555-0101,http://www.wingtiptoys.com/Tilleda,Delivery Van,Tilleda
565,"Wingtip Toys (Wapiti, WY)",Novelty Shop,Mark Ruutel,(307) 555-0100,(307) 555-0101,http://www.wingtiptoys.com/Wapiti,Delivery Van,Wapiti
566,"Wingtip Toys (Amado, AZ)",Novelty Shop,Corneliu Vladu,(480) 555-0100,(480) 555-0101,http://www.wingtiptoys.com/Amado,Delivery Van,Amado
567,"Wingtip Toys (Jeromesville, OH)",Novelty Shop,Severins Polis,(216) 555-0100,(216) 555-0101,http://www.wingtiptoys.com/Jeromesville,Delivery Van,Jeromesville
568,"Wingtip Toys (Ovilla, TX)",Novelty Shop,Linda Ledezma,(210) 555-0100,(210) 555-0101,http://www.wingtiptoys.com/Ovilla,Delivery Van,Ovilla
569,"Wingtip Toys (West Frostproof, FL)",Novelty Shop,Halit Gunes,(239) 555-0100,(239) 555-0101,http://www.wingtiptoys.com/WestFrostproof,Delivery Van,West Frostproof
570,"Wingtip Toys (Flomaton, AL)",Novelty Shop,Vallo Vesik,(205) 555-0100,(205) 555-0101,http://www.wingtiptoys.com/Flomaton,Delivery Van,Flomaton
571,"Wingtip Toys (Pawlet, VT)",Novelty Shop,Dana Mrazova,(802) 555-0100,(802) 555-0101,http://www.wingtiptoys.com/Pawlet,Delivery Van,Pawlet
572,"Wingtip Toys (Trout Run, PA)",Novelty Shop,Ema Slosar,(215) 555-0100,(215) 555-0101,http://www.wingtiptoys.com/TroutRun,Delivery Van,Trout Run
573,"Wingtip Toys (Marin City, CA)",Novelty Shop,Hemchandra Debnath,(209) 555-0100,(209) 555-0101,http://www.wingtiptoys.com/MarinCity,Delivery Van,Marin City
574,"Wingtip Toys (Molalla, OR)",Novelty Shop,Monika Valentova,(458) 555-0100,(458) 555-0101,http://www.wingtiptoys.com/Molalla,Delivery Van,Molalla
575,"Wingtip Toys (Trumansburg, NY)",Novelty Shop,Dattaatraeya Tottempudi,(212) 555-0100,(212) 555-0101,http://www.wingtiptoys.com/Trumansburg,Delivery Van,Trumansburg
576,"Wingtip Toys (Goodings Grove, IL)",Novelty Shop,Kahkushan Shakiba,(217) 555-0100,(217) 555-0101,http://www.wingtiptoys.com/GoodingsGrove,Delivery Van,Goodings Grove
577,"Wingtip Toys (Cherryplain, NY)",Novelty Shop,Taner YÄ±lmaz,(212) 555-0100,(212) 555-0101,http://www.wingtiptoys.com/Cherryplain,Delivery Van,Cherryplain
578,"Wingtip Toys (Bell Acres, PA)",Novelty Shop,Abhra Thakur,(215) 555-0100,(215) 555-0101,http://www.wingtiptoys.com/BellAcres,Delivery Van,Bell Acres
579,"Wingtip Toys (Connoquenessing, PA)",Novelty Shop,Dunja Radoncis,(215) 555-0100,(215) 555-0101,http://www.wingtiptoys.com/Connoquenessing,Delivery Van,Connoquenessing
580,"Wingtip Toys (Sarversville, PA)",Novelty Shop,Darakhshan Javaherian,(215) 555-0100,(215) 555-0101,http://www.wingtiptoys.com/Sarversville,Delivery Van,Sarversville
581,"Wingtip Toys (Munich, ND)",Novelty Shop,Youssef Eriksson,(701) 555-0100,(701) 555-0101,http://www.wingtiptoys.com/Munich,Delivery Van,Munich
582,"Wingtip Toys (Montoya, NM)",Novelty Shop,Pavel Bohuslav,(505) 555-0100,(505) 555-0101,http://www.wingtiptoys.com/Montoya,Delivery Van,Montoya
583,"Wingtip Toys (Knights Landing, CA)",Novelty Shop,Jiri Vacha,(209) 555-0100,(209) 555-0101,http://www.wingtiptoys.com/KnightsLanding,Delivery Van,Knights Landing
584,"Wingtip Toys (Cache, OK)",Novelty Shop,Magdalena Cervenkova,(405) 555-0100,(405) 555-0101,http://www.wingtiptoys.com/Cache,Delivery Van,Cache
585,"Wingtip Toys (Towaco, NJ)",Novelty Shop,Asha Mudigonda,(201) 555-0100,(201) 555-0101,http://www.wingtiptoys.com/Towaco,Delivery Van,Towaco
586,"Wingtip Toys (Lynne, FL)",Novelty Shop,Anete Kundzina,(239) 555-0100,(239) 555-0101,http://www.wingtiptoys.com/Lynne,Delivery Van,Lynne
587,"Wingtip Toys (Plata, TX)",Novelty Shop,Daniela Sal,(210) 555-0100,(210) 555-0101,http://www.wingtiptoys.com/Plata,Delivery Van,Plata
588,"Wingtip Toys (Oak Point, TX)",Novelty Shop,Duangrat Atitarn,(210) 555-0100,(210) 555-0101,http://www.wingtiptoys.com/OakPoint,Delivery Van,Oak Point
589,"Wingtip Toys (Alcester, SD)",Novelty Shop,Deviprasad PrabhupÄda,(605) 555-0100,(605) 555-0101,http://www.wingtiptoys.com/Alcester,Delivery Van,Alcester
590,"Wingtip Toys (McAdenville, NC)",Novelty Shop,Aija Lukstina,(252) 555-0100,(252) 555-0101,http://www.wingtiptoys.com/McAdenville,Delivery Van,McAdenville
591,"Wingtip Toys (Idaho City, ID)",Novelty Shop,Hoc Le,(208) 555-0100,(208) 555-0101,http://www.wingtiptoys.com/IdahoCity,Delivery Van,Idaho City
592,"Wingtip Toys (Dunkerton, IA)",Novelty Shop,Bhairaam Kidambi,(319) 555-0100,(319) 555-0101,http://www.wingtiptoys.com/Dunkerton,Delivery Van,Dunkerton
593,"Wingtip Toys (Cuyamungue, NM)",Novelty Shop,Jae-Hwa Shin,(505) 555-0100,(505) 555-0101,http://www.wingtiptoys.com/Cuyamungue,Delivery Van,Cuyamungue
594,"Wingtip Toys (Marfa, TX)",Novelty Shop,Caterina Fallaci,(210) 555-0100,(210) 555-0101,http://www.wingtiptoys.com/Marfa,Delivery Van,Marfa
595,"Wingtip Toys (Accomac, VA)",Novelty Shop,Baanuraekha Voleti,(276) 555-0100,(276) 555-0101,http://www.wingtiptoys.com/Accomac,Delivery Van,Accomac
596,"Wingtip Toys (Cos Cob, CT)",Novelty Shop,Ranjeet Haldar,(203) 555-0100,(203) 555-0101,http://www.wingtiptoys.com/CosCob,Delivery Van,Cos Cob
597,"Wingtip Toys (Haycock, AK)",Novelty Shop,Bhaamini Kanaparthi,(907) 555-0100,(907) 555-0101,http://www.wingtiptoys.com/Haycock,Delivery Van,Haycock
598,"Wingtip Toys (Kapa'a, HI)",Novelty Shop,Margit Molnar,(808) 555-0100,(808) 555-0101,http://www.wingtiptoys.com/Kapa'a,Delivery Van,Kapa'a
599,"Wingtip Toys (Dickworsham, TX)",Novelty Shop,Chandni Jandhyala,(210) 555-0100,(210) 555-0101,http://www.wingtiptoys.com/Dickworsham,Delivery Van,Dickworsham
600,"Wingtip Toys (Caro, MI)",Novelty Shop,Ljubomir Nesic,(231) 555-0100,(231) 555-0101,http://www.wingtiptoys.com/Caro,Delivery Van,Caro
601,"Wingtip Toys (Ruthsburg, MD)",Novelty Shop,Telma Hermansson,(240) 555-0100,(240) 555-0101,http://www.wingtiptoys.com/Ruthsburg,Delivery Van,Ruthsburg
801,Eric Torres,Corporate,Eric Torres,(307) 555-0100,(307) 555-0101,http://www.microsoft.com/EricTorres/,Delivery Van,Shell
802,Cosmina Vlad,Corporate,Cosmina Vlad,(505) 555-0100,(505) 555-0101,http://www.microsoft.com/CosminaVlad/,Delivery Van,Cañon
803,Bala Dixit,Novelty Shop,Bala Dixit,(209) 555-0100,(209) 555-0101,http://www.microsoft.com/BalaDixit/,Delivery Van,Termo
804,Aleksandrs Riekstins,Computer Store,Aleksandrs Riekstins,(605) 555-0100,(605) 555-0101,http://www.microsoft.com/AleksandrsRiekstins/,Delivery Van,La Bolt
805,Ratan Poddar,Novelty Shop,Ratan Poddar,(907) 555-0100,(907) 555-0101,http://www.microsoft.com/RatanPoddar/,Delivery Van,Ekwok
806,Shi Tu,Novelty Shop,Shi Tu,(307) 555-0100,(307) 555-0101,http://www.microsoft.com/ShiTu/,Delivery Van,Sinclair
807,Gunnar Lohmus,Gift Store,Gunnar Lohmus,(201) 555-0100,(201) 555-0101,http://www.microsoft.com/GunnarLohmus/,Delivery Van,Wanaque
808,Jackson Kolios,Computer Store,Jackson Kolios,(209) 555-0100,(209) 555-0101,http://www.microsoft.com/JacksonKolios/,Delivery Van,Rail Road Flat
809,Madhu Dwivedi,Computer Store,Madhu Dwivedi,(802) 555-0100,(802) 555-0101,http://www.microsoft.com/MadhuDwivedi/,Delivery Van,Panton
810,Alena Kellnerova,Corporate,Alena Kellnerova,(303) 555-0100,(303) 555-0101,http://www.microsoft.com/AlenaKellnerova/,Delivery Van,Segundo
811,Surendra Sahu,Novelty Shop,Surendra Sahu,(210) 555-0100,(210) 555-0101,http://www.microsoft.com/SurendraSahu/,Delivery Van,Old River-Winfree
812,Celica Barajas,Supermarket,Celica Barajas,(270) 555-0100,(270) 555-0101,http://www.microsoft.com/CelicaBarajas/,Delivery Van,Drakesboro
813,Shyam Poddar,Corporate,Shyam Poddar,(218) 555-0100,(218) 555-0101,http://www.microsoft.com/ShyamPoddar/,Delivery Van,Tenstrike
814,Johanna Hoornstra,Novelty Shop,Johanna Hoornstra,(210) 555-0100,(210) 555-0101,http://www.microsoft.com/JohannaHoornstra/,Delivery Van,Petronila
815,Libuse Valentova,Novelty Shop,Libuse Valentova,(270) 555-0100,(270) 555-0101,http://www.microsoft.com/LibuseValentova/,Delivery Van,Elkatawa
816,Harsha Huq,Gift Store,Harsha Huq,(314) 555-0100,(314) 555-0101,http://www.microsoft.com/HarshaHuq/,Delivery Van,Dennis Acres
817,Agrita Kanepa,Supermarket,Agrita Kanepa,(201) 555-0100,(201) 555-0101,http://www.microsoft.com/AgritaKanepa/,Delivery Van,Branchburg Park
818,Liia Orav,Novelty Shop,Liia Orav,(252) 555-0100,(252) 555-0101,http://www.microsoft.com/LiiaOrav/,Delivery Van,Bladenboro
819,Santiago Vera,Computer Store,Santiago Vera,(304) 555-0100,(304) 555-0101,http://www.microsoft.com/SantiagoVera/,Delivery Van,Nitro
820,Knut Svensson,Computer Store,Knut Svensson,(201) 555-0100,(201) 555-0101,http://www.microsoft.com/KnutSvensson/,Delivery Van,Madison Park
821,Kwanjai Saowaluk,Supermarket,Kwanjai Saowaluk,(787) 555-0100,(787) 555-0101,http://www.microsoft.com/KwanjaiSaowaluk/,Delivery Van,Cataño
822,Suparna Bhattacharya,Supermarket,Suparna Bhattacharya,(314) 555-0100,(314) 555-0101,http://www.microsoft.com/SuparnaBhattacharya/,Delivery Van,Tiff City
823,Francisca Laureano,Gift Store,Francisca Laureano,(319) 555-0100,(319) 555-0101,http://www.microsoft.com/FranciscaLaureano/,Delivery Van,Jolley
824,Risto Valbe,Supermarket,Risto Valbe,(205) 555-0100,(205) 555-0101,http://www.microsoft.com/RistoValbe/,Delivery Van,Bazemore
825,Jayanta Thakur,Gift Store,Jayanta Thakur,(276) 555-0100,(276) 555-0101,http://www.microsoft.com/JayantaThakur/,Delivery Van,Raven
826,Leila Carvalho,Novelty Shop,Leila Carvalho,(217) 555-0100,(217) 555-0101,http://www.microsoft.com/LeilaCarvalho/,Delivery Van,Spillertown
827,Crina Grasu,Computer Store,Crina Grasu,(308) 555-0100,(308) 555-0101,http://www.microsoft.com/CrinaGrasu/,Delivery Van,Tamora
828,Sercan Celik,Gift Store,Sercan Celik,(217) 555-0100,(217) 555-0101,http://www.microsoft.com/SercanCelik/,Delivery Van,Tolono
829,Jack Walker,Supermarket,Jack Walker,(316) 555-0100,(316) 555-0101,http://www.microsoft.com/JackWalker/,Delivery Van,Elbing
830,Jana Fialova,Novelty Shop,Jana Fialova,(215) 555-0100,(215) 555-0101,http://www.microsoft.com/JanaFialova/,Delivery Van,Weigelstown
831,Bhaavan Rai,Corporate,Bhaavan Rai,(308) 555-0100,(308) 555-0101,http://www.microsoft.com/BhaavanRai/,Delivery Van,Chalco
832,Aakriti Byrraju,Supermarket,Aakriti Byrraju,(216) 555-0100,(216) 555-0101,http://www.microsoft.com/AakritiByrraju/,Delivery Van,Glenwillow
833,Devraj Rao,Novelty Shop,Devraj Rao,(385) 555-0100,(385) 555-0101,http://www.microsoft.com/DevrajRao/,Delivery Van,Westwater
834,Cong Hoa,Gift Store,Cong Hoa,(212) 555-0100,(212) 555-0101,http://www.microsoft.com/CongHoa/,Delivery Van,Palatine Bridge
835,Dominic Davignon,Supermarket,Dominic Davignon,(209) 555-0100,(209) 555-0101,http://www.microsoft.com/DominicDavignon/,Delivery Van,Twin Peaks
836,Abel Spirlea,Novelty Shop,Abel Spirlea,(218) 555-0100,(218) 555-0101,http://www.microsoft.com/AbelSpirlea/,Delivery Van,Markville
837,Anil Sarkar,Supermarket,Anil Sarkar,(215) 555-0100,(215) 555-0101,http://www.microsoft.com/AnilSarkar/,Delivery Van,Gardners
838,Pavel Bogdanov,Corporate,Pavel Bogdanov,(339) 555-0100,(339) 555-0101,http://www.microsoft.com/PavelBogdanov/,Delivery Van,New Braintree
839,Juan Morse,Novelty Shop,Juan Morse,(423) 555-0100,(423) 555-0101,http://www.microsoft.com/JuanMorse/,Delivery Van,Greenback
840,Rodrigo Figueiredo,Novelty Shop,Rodrigo Figueiredo,(803) 555-0100,(803) 555-0101,http://www.microsoft.com/RodrigoFigueiredo/,Delivery Van,Blackville
841,Camille Authier,Gift Store,Camille Authier,(252) 555-0100,(252) 555-0101,http://www.microsoft.com/CamilleAuthier/,Delivery Van,Abbottsburg
842,Biju Deb,Gift Store,Biju Deb,(218) 555-0100,(218) 555-0101,http://www.microsoft.com/BijuDeb/,Delivery Van,Deer River
843,Marija Justina Pasek,Corporate,Marija Justina Pasek,(215) 555-0100,(215) 555-0101,http://www.microsoft.com/MarijaJustinaPasek/,Delivery Van,Marguerite
844,Durdanah Abbasi,Supermarket,Durdanah Abbasi,(201) 555-0100,(201) 555-0101,http://www.microsoft.com/DurdanahAbbasi/,Delivery Van,Laurence Harbor
845,Emilie Hrdlickova,Corporate,Emilie Hrdlickova,(803) 555-0100,(803) 555-0101,http://www.microsoft.com/EmilieHrdlickova/,Delivery Van,New Zion
846,Malorie Bousquet,Gift Store,Malorie Bousquet,(209) 555-0100,(209) 555-0101,http://www.microsoft.com/MalorieBousquet/,Delivery Van,Valley View Park
847,Kristiina Ivanov,Computer Store,Kristiina Ivanov,(605) 555-0100,(605) 555-0101,http://www.microsoft.com/KristiinaIvanov/,Delivery Van,Wounded Knee
848,Alvin Bollinger,Computer Store,Alvin Bollinger,(270) 555-0100,(270) 555-0101,http://www.microsoft.com/AlvinBollinger/,Delivery Van,Creelsboro
849,Sabine Zalite,Supermarket,Sabine Zalite,(210) 555-0100,(210) 555-0101,http://www.microsoft.com/SabineZalite/,Delivery Van,Haltom City
850,Daakshaayaani Sankaramanchi,Gift Store,Daakshaayaani Sankaramanchi,(319) 555-0100,(319) 555-0101,http://www.microsoft.com/DaakshaayaaniSankaramanchi/,Delivery Van,Spillville
851,Ebru Erdogan,Gift Store,Ebru Erdogan,(405) 555-0100,(405) 555-0101,http://www.microsoft.com/EbruErdogan/,Delivery Van,Seiling
852,Bhagavaan Atluri,Supermarket,Bhagavaan Atluri,(229) 555-0100,(229) 555-0101,http://www.microsoft.com/BhagavaanAtluri/,Delivery Van,Coosa
853,Caterina Pinto,Gift Store,Caterina Pinto,(907) 555-0100,(907) 555-0101,http://www.microsoft.com/CaterinaPinto/,Delivery Van,Akhiok
854,Daakshaayaani Kommineni,Novelty Shop,Daakshaayaani Kommineni,(239) 555-0100,(239) 555-0101,http://www.microsoft.com/DaakshaayaaniKommineni/,Delivery Van,Bakers Mill
855,Anna Mazzanti,Computer Store,Anna Mazzanti,(314) 555-0100,(314) 555-0101,http://www.microsoft.com/AnnaMazzanti/,Delivery Van,Humansville
856,Satish Mittal,Corporate,Satish Mittal,(215) 555-0100,(215) 555-0101,http://www.microsoft.com/SatishMittal/,Delivery Van,Dry Run
857,Clarissa Manfrin,Gift Store,Clarissa Manfrin,(210) 555-0100,(210) 555-0101,http://www.microsoft.com/ClarissaManfrin/,Delivery Van,Ben Arnold
858,Bimla PrabhupÄda,Novelty Shop,Bimla PrabhupÄda,(209) 555-0100,(209) 555-0101,http://www.microsoft.com/BimlaPrabhupÄda/,Delivery Van,Yermo
859,Shah Alizadeh,Gift Store,Shah Alizadeh,(304) 555-0100,(304) 555-0101,http://www.microsoft.com/ShahAlizadeh/,Delivery Van,Gassaway
860,Marcela Lucescu,Corporate,Marcela Lucescu,(231) 555-0100,(231) 555-0101,http://www.microsoft.com/MarcelaLucescu/,Delivery Van,Ewen
861,Amarasimha Vinjamuri,Supermarket,Amarasimha Vinjamuri,(339) 555-0100,(339) 555-0101,http://www.microsoft.com/AmarasimhaVinjamuri/,Delivery Van,North Brookfield
862,Lana Goransson,Supermarket,Lana Goransson,(212) 555-0100,(212) 555-0101,http://www.microsoft.com/LanaGoransson/,Delivery Van,Chateaugay
863,Jakub Lukes,Corporate,Jakub Lukes,(212) 555-0100,(212) 555-0101,http://www.microsoft.com/JakubLukes/,Delivery Van,Eagle Valley
864,Mikhail Degtyarev,Computer Store,Mikhail Degtyarev,(218) 555-0100,(218) 555-0101,http://www.microsoft.com/MikhailDegtyarev/,Delivery Van,Beaver Bay
865,Bijoya Thakur,Gift Store,Bijoya Thakur,(225) 555-0100,(225) 555-0101,http://www.microsoft.com/BijoyaThakur/,Delivery Van,Kinder
