CustomerID,CustomerName,CustomerCategoryName,PrimaryContact,PhoneNumber,FaxNumber,WebsiteURL,DeliveryMethod,CityProvince
487,"Wingtip Toys (Elverson, PA)",Novelty Shop,Jan Zeman,(215) 555-0100,(215) 555-0101,http://www.wingtiptoys.com/Elverson,Delivery Van,Elverson (Pennsylvania)
488,"Wingtip Toys (Isabela, PR)",Novelty Shop,Ranjit Dikshit,(787) 555-0100,(787) 555-0101,http://www.wingtiptoys.com/Isabela,Delivery Van,Isabela (Puerto Rico - US Territory)
489,"Wingtip Toys (Sayner, WI)",Novelty Shop,Varuna Ganguly,(262) 555-0100,(262) 555-0101,http://www.wingtiptoys.com/Sayner,Delivery Van,Sayner (Wisconsin)
490,"Wingtip Toys (Beals, ME)",Novelty Shop,Basak Tekin,(207) 555-0100,(207) 555-0101,http://www.wingtiptoys.com/Beals,Delivery Van,Beals (Maine)
491,"Wingtip Toys (Morton Grove, IL)",Novelty Shop,Doru Tirlea,(217) 555-0100,(217) 555-0101,http://www.wingtiptoys.com/MortonGrove,Delivery Van,Morton Grove (Illinois)
492,"Wingtip Toys (Birds, IL)",Novelty Shop,Jessica Perrine,(217) 555-0100,(217) 555-0101,http://www.wingtiptoys.com/Birds,Delivery Van,Birds (Illinois)
493,"Wingtip Toys (Federalsburg, MD)",Novelty Shop,Yavuz Cetinkaya,(240) 555-0100,(240) 555-0101,http://www.wingtiptoys.com/Federalsburg,Delivery Van,Federalsburg (Maryland)
494,"Wingtip Toys (Pikeview, CO)",Novelty Shop,Sirirat Kongpaisarn,(303) 555-0100,(303) 555-0101,http://www.wingtiptoys.com/Pikeview,Delivery Van,Pikeview (Colorado)
495,"Wingtip Toys (Boalsburg, PA)",Novelty Shop,Claude Bonsaint,(215) 555-0100,(215) 555-0101,http://www.wingtiptoys.com/Boalsburg,Delivery Van,Boalsburg (Pennsylvania)
496,"Wingtip Toys (Port Hueneme, CA)",Novelty Shop,Roman Pajer,(209) 555-0100,(209) 555-0101,http://www.wingtiptoys.com/PortHueneme,Delivery Van,Port Hueneme (California)
497,"Wingtip Toys (Verdery, SC)",Novelty Shop,Vitezslav Holy,(803) 555-0100,(803) 555-0101,http://www.wingtiptoys.com/Verdery,Delivery Van,Verdery (South Carolina)
498,"Wingtip Toys (Obetz, OH)",Novelty Shop,Devi Dewangan,(216) 555-0100,(216) 555-0101,http://www.wingtiptoys.com/Obetz,Delivery Van,Obetz (Ohio)
499,"Wingtip Toys (East Fultonham, OH)",Novelty Shop,Masa Buecek,(216) 555-0100,(216) 555-0101,http://www.wingtiptoys.com/EastFultonham,Delivery Van,East Fultonham (Ohio)
500,"Wingtip Toys (Obion, TN)",Novelty Shop,Bipin Modi,(423) 555-0100,(423) 555-0101,http://www.wingtiptoys.com/Obion,Delivery Van,Obion (Tennessee)
501,"Wingtip Toys (Cavendish, VT)",Novelty Shop,Rahul Sarma,(802) 555-0100,(802) 555-0101,http://www.wingtiptoys.com/Cavendish,Delivery Van,Cavendish (Vermont)
502,"Wingtip Toys (Miesville, MN)",Novelty Shop,Alejandro Escobar,(218) 555-0100,(218) 555-0101,http://www.wingtiptoys.com/Miesville,Delivery Van,Miesville (Minnesota)
503,"Wingtip Toys (Valhalla, NC)",Novelty Shop,Andris Vitols,(252) 555-0100,(252) 555-0101,http://www.wingtiptoys.com/Valhalla,Delivery Van,Valhalla (North Carolina)
504,"Wingtip Toys (Cape Neddick, ME)",Novelty Shop,Mariela Weitzer,(207) 555-0100,(207) 555-0101,http://www.wingtiptoys.com/CapeNeddick,Delivery Van,Cape Neddick (Maine)
505,"Wingtip Toys (Silver Plume, CO)",Novelty Shop,Alain Pelland,(303) 555-0100,(303) 555-0101,http://www.wingtiptoys.com/SilverPlume,Delivery Van,Silver Plume (Colorado)
506,"Wingtip Toys (North Beach Haven, NJ)",Novelty Shop,Milica Stojkovic,(201) 555-0100,(201) 555-0101,http://www.wingtiptoys.com/NorthBeachHaven,Delivery Van,North Beach Haven (New Jersey)
507,"Wingtip Toys (Downingtown, PA)",Novelty Shop,Natalie Horackova,(215) 555-0100,(215) 555-0101,http://www.wingtiptoys.com/Downingtown,Delivery Van,Downingtown (Pennsylvania)
508,"Wingtip Toys (Branson West, MO)",Novelty Shop,Baalaaditya Rallapalli,(314) 555-0100,(314) 555-0101,http://www.wingtiptoys.com/BransonWest,Delivery Van,Branson West (Missouri)
509,"Wingtip Toys (Bergen Park, CO)",Novelty Shop,Matej Formanek,(303) 555-0100,(303) 555-0101,http://www.wingtiptoys.com/BergenPark,Delivery Van,Bergen Park (Colorado)
510,"Wingtip Toys (Grabill, IN)",Novelty Shop,Manish Ghosh,(219) 555-0100,(219) 555-0101,http://www.wingtiptoys.com/Grabill,Delivery Van,Grabill (Indiana)
511,"Wingtip Toys (North Manitou, MI)",Novelty Shop,Pracha Nantakarn,(231) 555-0100,(231) 555-0101,http://www.wingtiptoys.com/NorthManitou,Delivery Van,North Manitou (Michigan)
512,"Wingtip Toys (Philip, SD)",Novelty Shop,Charline Flamand,(605) 555-0100,(605) 555-0101,http://www.wingtiptoys.com/Philip,Delivery Van,Philip (South Dakota)
513,"Wingtip Toys (Straughn, IN)",Novelty Shop,Teodor Vlad,(219) 555-0100,(219) 555-0101,http://www.wingtiptoys.com/Straughn,Delivery Van,Straughn (Indiana)
514,"Wingtip Toys (Gilford, NH)",Novelty Shop,Anda Liepa,(603) 555-0100,(603) 555-0101,http://www.wingtiptoys.com/Gilford,Delivery Van,Gilford (New Hampshire)
515,"Wingtip Toys (Del Valle, TX)",Novelty Shop,Jelena Utjesenovic,(210) 555-0100,(210) 555-0101,http://www.wingtiptoys.com/DelValle,Delivery Van,Del Valle (Texas)
516,"Wingtip Toys (Harkers Island, NC)",Novelty Shop,Adriana Horackova,(252) 555-0100,(252) 555-0101,http://www.wingtiptoys.com/HarkersIsland,Delivery Van,Harkers Island (North Carolina)
517,"Wingtip Toys (Licking, MO)",Novelty Shop,Miika Putkonen,(314) 555-0100,(314) 555-0101,http://www.wingtiptoys.com/Licking,Delivery Van,Licking (Missouri)
518,"Wingtip Toys (Raton, NM)",Novelty Shop,Padma Iyer,(505) 555-0100,(505) 555-0101,http://www.wingtiptoys.com/Raton,Delivery Van,Raton (New Mexico)
519,"Wingtip Toys (Boynton, OK)",Novelty Shop,Åšani Sen,(405) 555-0100,(405) 555-0101,http://www.wingtiptoys.com/Boynton,Delivery Van,Boynton (Oklahoma)
520,"Wingtip Toys (Frenchburg, KY)",Novelty Shop,Helene Dupuy,(270) 555-0100,(270) 555-0101,http://www.wingtiptoys.com/Frenchburg,Delivery Van,Frenchburg (Kentucky)
521,"Wingtip Toys (Robertsdale, AL)",Novelty Shop,omer ozbek,(205) 555-0100,(205) 555-0101,http://www.wingtiptoys.com/Robertsdale,Delivery Van,Robertsdale (Alabama)
522,"Wingtip Toys (Dickerson, MD)",Novelty Shop,Akshayakeerti Jandhyala,(240) 555-0100,(240) 555-0101,http://www.wingtiptoys.com/Dickerson,Delivery Van,Dickerson (Maryland)
523,"Wingtip Toys (Bruceton Mills, WV)",Novelty Shop,Ankolika Sen,(304) 555-0100,(304) 555-0101,http://www.wingtiptoys.com/BrucetonMills,Delivery Van,Bruceton Mills (West Virginia)
524,"Wingtip Toys (Cloquet, MN)",Novelty Shop,Baalaamani Veturi,(218) 555-0100,(218) 555-0101,http://www.wingtiptoys.com/Cloquet,Delivery Van,Cloquet (Minnesota)
525,"Wingtip Toys (Claycomo, MO)",Novelty Shop,Julia Konecna,(314) 555-0100,(314) 555-0101,http://www.wingtiptoys.com/Claycomo,Delivery Van,Claycomo (Missouri)
526,"Wingtip Toys (Beekmantown, NY)",Novelty Shop,Madelaine  Paulet,(212) 555-0100,(212) 555-0101,http://www.wingtiptoys.com/Beekmantown,Delivery Van,Beekmantown (New York)
527,"Wingtip Toys (Islip Terrace, NY)",Novelty Shop,Mario Jogi,(212) 555-0100,(212) 555-0101,http://www.wingtiptoys.com/IslipTerrace,Delivery Van,Islip Terrace (New York)
528,"Wingtip Toys (Rich Creek, VA)",Novelty Shop,Kaya ozbek,(276) 555-0100,(276) 555-0101,http://www.wingtiptoys.com/RichCreek,Delivery Van,Rich Creek (Virginia)
529,"Wingtip Toys (Griswoldville, GA)",Novelty Shop,Seo-yeon Rim,(229) 555-0100,(229) 555-0101,http://www.wingtiptoys.com/Griswoldville,Delivery Van,Griswoldville (Georgia)
530,"Wingtip Toys (East Mountain, TX)",Novelty Shop,Sitara Benjaree,(210) 555-0100,(210) 555-0101,http://www.wingtiptoys.com/EastMountain,Delivery Van,East Mountain (Texas)
531,"Wingtip Toys (Omer, MI)",Novelty Shop,Javier Caraballo,(231) 555-0100,(231) 555-0101,http://www.wingtiptoys.com/Omer,Delivery Van,Omer (Michigan)
532,"Wingtip Toys (Waycross, GA)",Novelty Shop,Akhtar Shahrestaani,(229) 555-0100,(229) 555-0101,http://www.wingtiptoys.com/Waycross,Delivery Van,Waycross (Georgia)
533,"Wingtip Toys (Nichols Hills, OK)",Novelty Shop,Vanita Bhowmick,(405) 555-0100,(405) 555-0101,http://www.wingtiptoys.com/NicholsHills,Delivery Van,Nichols Hills (Oklahoma)
534,"Wingtip Toys (Plaquemine, LA)",Novelty Shop,Nishant Menon,(225) 555-0100,(225) 555-0101,http://www.wingtiptoys.com/Plaquemine,Delivery Van,Plaquemine (Louisiana)
535,"Wingtip Toys (Triadelphia, WV)",Novelty Shop,Josef Benda,(304) 555-0100,(304) 555-0101,http://www.wingtiptoys.com/Triadelphia,Delivery Van,Triadelphia (West Virginia)
536,"Wingtip Toys (Ferney, SD)",Novelty Shop,Teresa Bender,(605) 555-0100,(605) 555-0101,http://www.wingtiptoys.com/Ferney,Delivery Van,Ferney (South Dakota)
537,"Wingtip Toys (Akhiok, AK)",Novelty Shop,Deepesh Bose,(907) 555-0100,(907) 555-0101,http://www.wingtiptoys.com/Akhiok,Delivery Van,Akhiok (Alaska)
538,"Wingtip Toys (Deeson, MS)",Novelty Shop,Madhavi Gupta,(228) 555-0100,(228) 555-0101,http://www.wingtiptoys.com/Deeson,Delivery Van,Deeson (Mississippi)
539,"Wingtip Toys (Nuangola, PA)",Novelty Shop,Bich Banh,(215) 555-0100,(215) 555-0101,http://www.wingtiptoys.com/Nuangola,Delivery Van,Nuangola (Pennsylvania)
540,"Wingtip Toys (Weld, ME)",Novelty Shop,Åšani Nair,(207) 555-0100,(207) 555-0101,http://www.wingtiptoys.com/Weld,Delivery Van,Weld (Maine)
541,"Wingtip Toys (Mickleton, NJ)",Novelty Shop,Angelina Gormanston,(201) 555-0100,(201) 555-0101,http://www.wingtiptoys.com/Mickleton,Delivery Van,Mickleton (New Jersey)
542,"Wingtip Toys (Schererville, IN)",Novelty Shop,Prasert Supitayaporn,(219) 555-0100,(219) 555-0101,http://www.wingtiptoys.com/Schererville,Delivery Van,Schererville (Indiana)
543,"Wingtip Toys (Lexington Heights, MI)",Novelty Shop,Abhaya Rambhatla,(231) 555-0100,(231) 555-0101,http://www.wingtiptoys.com/LexingtonHeights,Delivery Van,Lexington Heights (Michigan)
544,"Wingtip Toys (Broomtown, AL)",Novelty Shop,Lalit Ogra,(205) 555-0100,(205) 555-0101,http://www.wingtiptoys.com/Broomtown,Delivery Van,Broomtown (Alabama)
545,"Wingtip Toys (Jamison, IA)",Novelty Shop,Mina Bagheri,(319) 555-0100,(319) 555-0101,http://www.wingtiptoys.com/Jamison,Delivery Van,Jamison (Iowa)
546,"Wingtip Toys (Key Biscayne, FL)",Novelty Shop,Debraj Sanyal,(239) 555-0100,(239) 555-0101,http://www.wingtiptoys.com/KeyBiscayne,Delivery Van,Key Biscayne (Florida)
547,"Wingtip Toys (Chaseley, ND)",Novelty Shop,Marco Costa,(701) 555-0100,(701) 555-0101,http://www.wingtiptoys.com/Chaseley,Delivery Van,Chaseley (North Dakota)
548,"Wingtip Toys (Indian Creek, IL)",Novelty Shop,Crina Nechita,(217) 555-0100,(217) 555-0101,http://www.wingtiptoys.com/IndianCreek,Delivery Van,Indian Creek (Illinois)
549,"Wingtip Toys (Lake Ronkonkoma, NY)",Novelty Shop,Zala Ibrahimagic,(212) 555-0100,(212) 555-0101,http://www.wingtiptoys.com/LakeRonkonkoma,Delivery Van,Lake Ronkonkoma (New York)
550,"Wingtip Toys (Morrison Bluff, AR)",Novelty Shop,Gundega Kundzina,(479) 555-0100,(479) 555-0101,http://www.wingtiptoys.com/MorrisonBluff,Delivery Van,Morrison Bluff (Arkansas)
551,"Wingtip Toys (Huntingburg, IN)",Novelty Shop,Parveen Haldar,(219) 555-0100,(219) 555-0101,http://www.wingtiptoys.com/Huntingburg,Delivery Van,Huntingburg (Indiana)
552,"Wingtip Toys (Shay, PA)",Novelty Shop,Noel Cartier,(215) 555-0100,(215) 555-0101,http://www.wingtiptoys.com/Shay,Delivery Van,Shay (Pennsylvania)
553,"Wingtip Toys (Helotes, TX)",Novelty Shop,Ilgonis Dzenis,(210) 555-0100,(210) 555-0101,http://www.wingtiptoys.com/Helotes,Delivery Van,Helotes (Texas)
554,"Wingtip Toys (Hollandsburg, IN)",Novelty Shop,Ondrej Tomek,(219) 555-0100,(219) 555-0101,http://www.wingtiptoys.com/Hollandsburg,Delivery Van,Hollandsburg (Indiana)
555,"Wingtip Toys (Liberty Grove, MD)",Novelty Shop,Mohini Kaul,(240) 555-0100,(240) 555-0101,http://www.wingtiptoys.com/LibertyGrove,Delivery Van,Liberty Grove (Maryland)
556,"Wingtip Toys (Morita, TX)",Novelty Shop,Arnab Malakar,(210) 555-0100,(210) 555-0101,http://www.wingtiptoys.com/Morita,Delivery Van,Morita (Texas)
557,"Wingtip Toys (New Laguna, NM)",Novelty Shop,Mary Barney,(505) 555-0100,(505) 555-0101,http://www.wingtiptoys.com/NewLaguna,Delivery Van,New Laguna (New Mexico)
558,"Wingtip Toys (Bourneville, OH)",Novelty Shop,Dhaeraemdranaadh Allu,(216) 555-0100,(216) 555-0101,http://www.wingtiptoys.com/Bourneville,Delivery Van,Bourneville (Ohio)
559,"Wingtip Toys (Mendoza, TX)",Novelty Shop,Paola Greece,(210) 555-0100,(210) 555-0101,http://www.wingtiptoys.com/Mendoza,Delivery Van,Mendoza (Texas)
560,"Wingtip Toys (Palmas del Mar, PR)",Novelty Shop,Flora Olofsson,(787) 555-0100,(787) 555-0101,http://www.wingtiptoys.com/PalmasdelMar,Delivery Van,Palmas del Mar (Puerto Rico - US Territory)
561,"Wingtip Toys (Marion Junction, AL)",Novelty Shop,Nguyet Bach,(205) 555-0100,(205) 555-0101,http://www.wingtiptoys.com/MarionJunction,Delivery Van,Marion Junction (Alabama)
562,"Wingtip Toys (Ware Shoals, SC)",Novelty Shop,Jyoti Karnik,(803) 555-0100,(803) 555-0101,http://www.wingtiptoys.com/WareShoals,Delivery Van,Ware Shoals (South Carolina)
563,"Wingtip Toys (Lostine, OR)",Novelty Shop,Samuel Almaraz,(458) 555-0100,(458) 555-0101,http://www.wingtiptoys.com/Lostine,Delivery Van,Lostine (Oregon)
564,"Wingtip Toys (Tilleda, WI)",Novelty Shop,Zuzana Kuchtova,(262) 555-0100,(262) 555-0101,http://www.wingtiptoys.com/Tilleda,Delivery Van,Tilleda (Wisconsin)
565,"Wingtip Toys (Wapiti, WY)",Novelty Shop,Mark Ruutel,(307) 555-0100,(307) 555-0101,http://www.wingtiptoys.com/Wapiti,Delivery Van,Wapiti (Wyoming)
566,"Wingtip Toys (Amado, AZ)",Novelty Shop,Corneliu Vladu,(480) 555-0100,(480) 555-0101,http://www.wingtiptoys.com/Amado,Delivery Van,Amado (Arizona)
567,"Wingtip Toys (Jeromesville, OH)",Novelty Shop,Severins Polis,(216) 555-0100,(216) 555-0101,http://www.wingtiptoys.com/Jeromesville,Delivery Van,Jeromesville (Ohio)
568,"Wingtip Toys (Ovilla, TX)",Novelty Shop,Linda Ledezma,(210) 555-0100,(210) 555-0101,http://www.wingtiptoys.com/Ovilla,Delivery Van,Ovilla (Texas)
569,"Wingtip Toys (West Frostproof, FL)",Novelty Shop,Halit Gunes,(239) 555-0100,(239) 555-0101,http://www.wingtiptoys.com/WestFrostproof,Delivery Van,West Frostproof (Florida)
570,"Wingtip Toys (Flomaton, AL)",Novelty Shop,Vallo Vesik,(205) 555-0100,(205) 555-0101,http://www.wingtiptoys.com/Flomaton,Delivery Van,Flomaton (Alabama)
571,"Wingtip Toys (Pawlet, VT)",Novelty Shop,Dana Mrazova,(802) 555-0100,(802) 555-0101,http://www.wingtiptoys.com/Pawlet,Delivery Van,Pawlet (Vermont)
572,"Wingtip Toys (Trout Run, PA)",Novelty Shop,Ema Slosar,(215) 555-0100,(215) 555-0101,http://www.wingtiptoys.com/TroutRun,Delivery Van,Trout Run (Pennsylvania)
573,"Wingtip Toys (Marin City, CA)",Novelty Shop,Hemchandra Debnath,(209) 555-0100,(209) 555-0101,http://www.wingtiptoys.com/MarinCity,Delivery Van,Marin City (California)
574,"Wingtip Toys (Molalla, OR)",Novelty Shop,Monika Valentova,(458) 555-0100,(458) 555-0101,http://www.wingtiptoys.com/Molalla,Delivery Van,Molalla (Oregon)
575,"Wingtip Toys (Trumansburg, NY)",Novelty Shop,Dattaatraeya Tottempudi,(212) 555-0100,(212) 555-0101,http://www.wingtiptoys.com/Trumansburg,Delivery Van,Trumansburg (New York)
576,"Wingtip Toys (Goodings Grove, IL)",Novelty Shop,Kahkushan Shakiba,(217) 555-0100,(217) 555-0101,http://www.wingtiptoys.com/GoodingsGrove,Delivery Van,Goodings Grove (Illinois)
577,"Wingtip Toys (Cherryplain, NY)",Novelty Shop,Taner YÄ±lmaz,(212) 555-0100,(212) 555-0101,http://www.wingtiptoys.com/Cherryplain,Delivery Van,Cherryplain (New York)
578,"Wingtip Toys (Bell Acres, PA)",Novelty Shop,Abhra Thakur,(215) 555-0100,(215) 555-0101,http://www.wingtiptoys.com/BellAcres,Delivery Van,Bell Acres (Pennsylvania)
579,"Wingtip Toys (Connoquenessing, PA)",Novelty Shop,Dunja Radoncis,(215) 555-0100,(215) 555-0101,http://www.wingtiptoys.com/Connoquenessing,Delivery Van,Connoquenessing (Pennsylvania)
580,"Wingtip Toys (Sarversville, PA)",Novelty Shop,Darakhshan Javaherian,(215) 555-0100,(215) 555-0101,http://www.wingtiptoys.com/Sarversville,Delivery Van,Sarversville (Pennsylvania)
581,"Wingtip Toys (Munich, ND)",Novelty Shop,Youssef Eriksson,(701) 555-0100,(701) 555-0101,http://www.wingtiptoys.com/Munich,Delivery Van,Munich (North Dakota)
582,"Wingtip Toys (Montoya, NM)",Novelty Shop,Pavel Bohuslav,(505) 555-0100,(505) 555-0101,http://www.wingtiptoys.com/Montoya,Delivery Van,Montoya (New Mexico)
583,"Wingtip Toys (Knights Landing, CA)",Novelty Shop,Jiri Vacha,(209) 555-0100,(209) 555-0101,http://www.wingtiptoys.com/KnightsLanding,Delivery Van,Knights Landing (California)
584,"Wingtip Toys (Cache, OK)",Novelty Shop,Magdalena Cervenkova,(405) 555-0100,(405) 555-0101,http://www.wingtiptoys.com/Cache,Delivery Van,Cache (Oklahoma)
585,"Wingtip Toys (Towaco, NJ)",Novelty Shop,Asha Mudigonda,(201) 555-0100,(201) 555-0101,http://www.wingtiptoys.com/Towaco,Delivery Van,Towaco (New Jersey)
586,"Wingtip Toys (Lynne, FL)",Novelty Shop,Anete Kundzina,(239) 555-0100,(239) 555-0101,http://www.wingtiptoys.com/Lynne,Delivery Van,Lynne (Florida)
587,"Wingtip Toys (Plata, TX)",Novelty Shop,Daniela Sal,(210) 555-0100,(210) 555-0101,http://www.wingtiptoys.com/Plata,Delivery Van,Plata (Texas)
588,"Wingtip Toys (Oak Point, TX)",Novelty Shop,Duangrat Atitarn,(210) 555-0100,(210) 555-0101,http://www.wingtiptoys.com/OakPoint,Delivery Van,Oak Point (Texas)
589,"Wingtip Toys (Alcester, SD)",Novelty Shop,Deviprasad PrabhupÄda,(605) 555-0100,(605) 555-0101,http://www.wingtiptoys.com/Alcester,Delivery Van,Alcester (South Dakota)
590,"Wingtip Toys (McAdenville, NC)",Novelty Shop,Aija Lukstina,(252) 555-0100,(252) 555-0101,http://www.wingtiptoys.com/McAdenville,Delivery Van,McAdenville (North Carolina)
591,"Wingtip Toys (Idaho City, ID)",Novelty Shop,Hoc Le,(208) 555-0100,(208) 555-0101,http://www.wingtiptoys.com/IdahoCity,Delivery Van,Idaho City (Idaho)
592,"Wingtip Toys (Dunkerton, IA)",Novelty Shop,Bhairaam Kidambi,(319) 555-0100,(319) 555-0101,http://www.wingtiptoys.com/Dunkerton,Delivery Van,Dunkerton (Iowa)
593,"Wingtip Toys (Cuyamungue, NM)",Novelty Shop,Jae-Hwa Shin,(505) 555-0100,(505) 555-0101,http://www.wingtiptoys.com/Cuyamungue,Delivery Van,Cuyamungue (New Mexico)
594,"Wingtip Toys (Marfa, TX)",Novelty Shop,Caterina Fallaci,(210) 555-0100,(210) 555-0101,http://www.wingtiptoys.com/Marfa,Delivery Van,Marfa (Texas)
595,"Wingtip Toys (Accomac, VA)",Novelty Shop,Baanuraekha Voleti,(276) 555-0100,(276) 555-0101,http://www.wingtiptoys.com/Accomac,Delivery Van,Accomac (Virginia)
596,"Wingtip Toys (Cos Cob, CT)",Novelty Shop,Ranjeet Haldar,(203) 555-0100,(203) 555-0101,http://www.wingtiptoys.com/CosCob,Delivery Van,Cos Cob (Connecticut)
597,"Wingtip Toys (Haycock, AK)",Novelty Shop,Bhaamini Kanaparthi,(907) 555-0100,(907) 555-0101,http://www.wingtiptoys.com/Haycock,Delivery Van,Haycock (Alaska)
598,"Wingtip Toys (Kapa'a, HI)",Novelty Shop,Margit Molnar,(808) 555-0100,(808) 555-0101,http://www.wingtiptoys.com/Kapa'a,Delivery Van,Kapa'a (Hawaii)
599,"Wingtip Toys (Dickworsham, TX)",Novelty Shop,Chandni Jandhyala,(210) 555-0100,(210) 555-0101,http://www.wingtiptoys.com/Dickworsham,Delivery Van,Dickworsham (Texas)
600,"Wingtip Toys (Caro, MI)",Novelty Shop,Ljubomir Nesic,(231) 555-0100,(231) 555-0101,http://www.wingtiptoys.com/Caro,Delivery Van,Caro (Michigan)
601,"Wingtip Toys (Ruthsburg, MD)",Novelty Shop,Telma Hermansson,(240) 555-0100,(240) 555-0101,http://www.wingtiptoys.com/Ruthsburg,Delivery Van,Ruthsburg (Maryland)
801,Eric Torres,Corporate,Eric Torres,(307) 555-0100,(307) 555-0101,http://www.microsoft.com/EricTorres/,Delivery Van,Shell (Wyoming)
802,Cosmina Vlad,Corporate,Cosmina Vlad,(505) 555-0100,(505) 555-0101,http://www.microsoft.com/CosminaVlad/,Delivery Van,Cañon (New Mexico)
803,Bala Dixit,Novelty Shop,Bala Dixit,(209) 555-0100,(209) 555-0101,http://www.microsoft.com/BalaDixit/,Delivery Van,Termo (California)
804,Aleksandrs Riekstins,Computer Store,Aleksandrs Riekstins,(605) 555-0100,(605) 555-0101,http://www.microsoft.com/AleksandrsRiekstins/,Delivery Van,La Bolt (South Dakota)
805,Ratan Poddar,Novelty Shop,Ratan Poddar,(907) 555-0100,(907) 555-0101,http://www.microsoft.com/RatanPoddar/,Delivery Van,Ekwok (Alaska)
806,Shi Tu,Novelty Shop,Shi Tu,(307) 555-0100,(307) 555-0101,http://www.microsoft.com/ShiTu/,Delivery Van,Sinclair (Wyoming)
807,Gunnar Lohmus,Gift Store,Gunnar Lohmus,(201) 555-0100,(201) 555-0101,http://www.microsoft.com/GunnarLohmus/,Delivery Van,Wanaque (New Jersey)
808,Jackson Kolios,Computer Store,Jackson Kolios,(209) 555-0100,(209) 555-0101,http://www.microsoft.com/JacksonKolios/,Delivery Van,Rail Road Flat (California)
809,Madhu Dwivedi,Computer Store,Madhu Dwivedi,(802) 555-0100,(802) 555-0101,http://www.microsoft.com/MadhuDwivedi/,Delivery Van,Panton (Vermont)
810,Alena Kellnerova,Corporate,Alena Kellnerova,(303) 555-0100,(303) 555-0101,http://www.microsoft.com/AlenaKellnerova/,Delivery Van,Segundo (Colorado)
811,Surendra Sahu,Novelty Shop,Surendra Sahu,(210) 555-0100,(210) 555-0101,http://www.microsoft.com/SurendraSahu/,Delivery Van,Old River-Winfree (Texas)
812,Celica Barajas,Supermarket,Celica Barajas,(270) 555-0100,(270) 555-0101,http://www.microsoft.com/CelicaBarajas/,Delivery Van,Drakesboro (Kentucky)
813,Shyam Poddar,Corporate,Shyam Poddar,(218) 555-0100,(218) 555-0101,http://www.microsoft.com/ShyamPoddar/,Delivery Van,Tenstrike (Minnesota)
814,Johanna Hoornstra,Novelty Shop,Johanna Hoornstra,(210) 555-0100,(210) 555-0101,http://www.microsoft.com/JohannaHoornstra/,Delivery Van,Petronila (Texas)
815,Libuse Valentova,Novelty Shop,Libuse Valentova,(270) 555-0100,(270) 555-0101,http://www.microsoft.com/LibuseValentova/,Delivery Van,Elkatawa (Kentucky)
816,Harsha Huq,Gift Store,Harsha Huq,(314) 555-0100,(314) 555-0101,http://www.microsoft.com/HarshaHuq/,Delivery Van,Dennis Acres (Missouri)
817,Agrita Kanepa,Supermarket,Agrita Kanepa,(201) 555-0100,(201) 555-0101,http://www.microsoft.com/AgritaKanepa/,Delivery Van,Branchburg Park (New Jersey)
818,Liia Orav,Novelty Shop,Liia Orav,(252) 555-0100,(252) 555-0101,http://www.microsoft.com/LiiaOrav/,Delivery Van,Bladenboro (North Carolina)
819,Santiago Vera,Computer Store,Santiago Vera,(304) 555-0100,(304) 555-0101,http://www.microsoft.com/SantiagoVera/,Delivery Van,Nitro (West Virginia)
820,Knut Svensson,Computer Store,Knut Svensson,(201) 555-0100,(201) 555-0101,http://www.microsoft.com/KnutSvensson/,Delivery Van,Madison Park (New Jersey)
821,Kwanjai Saowaluk,Supermarket,Kwanjai Saowaluk,(787) 555-0100,(787) 555-0101,http://www.microsoft.com/KwanjaiSaowaluk/,Delivery Van,Cataño (Puerto Rico - US Territory)
822,Suparna Bhattacharya,Supermarket,Suparna Bhattacharya,(314) 555-0100,(314) 555-0101,http://www.microsoft.com/SuparnaBhattacharya/,Delivery Van,Tiff City (Missouri)
823,Francisca Laureano,Gift Store,Francisca Laureano,(319) 555-0100,(319) 555-0101,http://www.microsoft.com/FranciscaLaureano/,Delivery Van,Jolley (Iowa)
824,Risto Valbe,Supermarket,Risto Valbe,(205) 555-0100,(205) 555-0101,http://www.microsoft.com/RistoValbe/,Delivery Van,Bazemore (Alabama)
825,Jayanta Thakur,Gift Store,Jayanta Thakur,(276) 555-0100,(276) 555-0101,http://www.microsoft.com/JayantaThakur/,Delivery Van,Raven (Virginia)
826,Leila Carvalho,Novelty Shop,Leila Carvalho,(217) 555-0100,(217) 555-0101,http://www.microsoft.com/LeilaCarvalho/,Delivery Van,Spillertown (Illinois)
827,Crina Grasu,Computer Store,Crina Grasu,(308) 555-0100,(308) 555-0101,http://www.microsoft.com/CrinaGrasu/,Delivery Van,Tamora (Nebraska)
828,Sercan Celik,Gift Store,Sercan Celik,(217) 555-0100,(217) 555-0101,http://www.microsoft.com/SercanCelik/,Delivery Van,Tolono (Illinois)
829,Jack Walker,Supermarket,Jack Walker,(316) 555-0100,(316) 555-0101,http://www.microsoft.com/JackWalker/,Delivery Van,Elbing (Kansas)
830,Jana Fialova,Novelty Shop,Jana Fialova,(215) 555-0100,(215) 555-0101,http://www.microsoft.com/JanaFialova/,Delivery Van,Weigelstown (Pennsylvania)
831,Bhaavan Rai,Corporate,Bhaavan Rai,(308) 555-0100,(308) 555-0101,http://www.microsoft.com/BhaavanRai/,Delivery Van,Chalco (Nebraska)
